,region,lon,lat,Y,X1,X2,X3,X4,X5,X6,X7,X8
2369,WI,-88.7652050438409,44.789005418413,10.9,7.3,73.8,65.8,24.0,17.3,21.8,35.4,27.4
2371,NC,-76.8589373781447,35.4941226525086,10.8,11.0,76.6,59.0,17.1,17.1,26.1,35.4,22.6
2373,MI,-83.706686627752,43.0216917139979,11.6,7.6,77.0,67.8,18.0,16.0,23.9,39.3,25.1
2374,TX,-94.3432364556616,33.0778942664555,11.1,16.4,72.2,49.2,18.4,20.6,30.0,41.7,30.7
2375,OH,-84.1317442011222,41.0221222224867,10.4,9.3,76.1,67.4,22.8,16.0,21.7,34.0,22.2
2376,IN,-85.3248549068487,40.4736156523133,11.4,9.9,75.6,55.7,16.8,22.3,30.7,38.8,25.8
2378,WY,-106.930366354279,41.6947787709999,10.3,15.9,65.7,57.1,18.3,17.4,25.8,32.9,23.2
2380,WA,-117.523095476628,46.9012290403856,12.7,6.8,67.0,61.9,18.4,14.7,20.7,31.1,26.8
2381,MO,-92.1479431780068,40.1281233092883,11.5,11.3,71.4,48.8,18.5,26.9,33.3,38.7,25.0
2382,NC,-80.5307553094627,34.9884050314763,9.3,10.3,74.4,69.1,20.1,11.5,19.4,31.7,20.6
2384,NM,-103.346899801465,34.5742627079771,10.9,11.6,68.3,62.4,17.4,15.8,25.2,38.3,26.5
2385,KY,-85.3881053685446,36.7864311819907,11.9,9.2,77.0,50.8,13.8,23.1,30.8,42.8,23.9
2386,NE,-98.5166421510037,41.220010027479,9.3,8.6,72.0,64.7,22.0,14.6,22.9,30.7,21.7
2389,TX,-94.423819006715,33.4470642499379,10.4,16.2,73.5,51.9,18.1,18.2,28.4,42.7,30.2
2391,MA,-71.1142068476454,41.7970686849921,12.2,4.6,82.3,68.1,21.6,14.6,23.8,35.3,23.3
2393,MI,-87.6414419780462,46.4314459429004,11.3,5.2,76.6,68.9,20.3,15.9,21.4,31.1,21.5
2394,WA,-122.39380108932,46.5776116518185,12.3,10.1,64.3,59.1,18.8,16.2,20.2,37.4,31.4
2395,MN,-91.4460488116361,47.6408235702132,10.0,5.7,70.6,67.5,24.5,14.9,19.7,28.6,20.9
2397,SC,-80.9030347855872,34.0213194825565,10.6,10.7,79.8,62.8,17.0,14.9,23.1,42.3,27.0
2400,NC,-77.9860103790339,35.9677050225842,10.8,13.3,77.1,57.5,16.4,18.1,27.2,37.3,25.9
2402,OK,-102.517800024169,36.7482645981398,11.2,15.3,72.0,59.4,16.0,15.0,28.0,35.6,22.8
2403,MO,-92.6008180613286,40.1905163010493,10.9,8.7,75.5,56.8,18.0,20.5,27.8,39.4,21.7
2404,NC,-81.9203691777493,35.4025792890745,10.9,14.6,74.5,56.8,17.9,19.8,25.9,34.3,23.3
2405,SC,-81.3575896785781,32.9881820061081,11.3,20.7,79.4,47.9,14.9,22.0,34.1,46.1,33.6
2406,KY,-82.8311695927073,37.8465874701088,12.3,10.3,75.8,46.6,13.8,26.9,33.5,44.9,23.8
2407,TX,-94.8297760829209,30.7927542489747,9.9,20.6,72.7,49.8,18.2,19.5,30.6,40.1,31.9
2408,MO,-93.1888525142621,36.9695383389424,10.4,6.2,73.6,59.6,19.9,20.4,25.0,39.7,21.7
2409,TX,-104.517917684887,31.4465825494057,9.8,33.1,70.8,44.8,17.5,17.2,37.0,41.0,32.6
2410,IA,-94.6782083305063,43.0820387033705,9.9,7.2,75.0,67.3,25.1,16.1,24.2,33.7,22.2
2411,NV,-118.335881546455,39.5807698508947,11.2,13.2,68.8,58.1,19.6,18.4,24.2,36.2,26.3
2412,AL,-88.2631706219377,32.0198224293383,11.4,13.5,78.4,49.2,14.3,20.8,33.5,43.1,29.3
2413,MS,-90.4426741235189,32.2664742457034,11.8,15.2,80.9,7.9,13.4,20.7,35.8,44.1,34.5
2414,MO,-93.8565289874316,37.7238399525283,11.5,12.9,73.4,49.9,18.6,24.7,31.2,40.4,21.9
2415,IN,-86.0519949848072,40.0724731399412,9.6,5.3,78.2,74.6,18.0,10.0,16.9,31.1,21.1
2416,AK,-145.846670254475,60.7148095406379,9.9,9.9,62.2,61.2,21.9,14.9,20.0,34.7,25.0
2417,MO,-91.3998703889819,37.1571796589561,11.6,12.0,72.0,49.9,19.9,25.3,31.6,41.1,23.7
2419,KY,-84.5775259958431,37.1039609045314,11.7,9.4,75.9,51.4,14.5,23.4,29.5,41.8,23.5
2420,KS,-95.7561876629467,39.0415011252388,11.7,11.6,77.1,65.8,17.9,16.4,23.1,36.6,20.7
2423,TN,-82.3045585275936,36.5129258294869,11.6,13.2,75.6,62.1,15.4,18.1,26.6,37.7,25.1
2424,NE,-101.697940676881,40.5237100804625,9.8,13.6,68.4,59.8,20.0,16.5,26.8,31.9,23.3
2425,NM,-106.670270116226,35.0512991138255,10.5,14.6,65.3,64.5,17.7,13.9,19.8,30.8,24.3
2426,WV,-80.0460523363022,39.630272026213,12.0,7.8,80.5,58.9,17.8,17.2,24.2,40.1,20.6
2427,WI,-88.9648874578922,44.4704262386258,10.7,6.8,73.2,65.5,25.6,18.0,22.7,34.3,24.0
2428,TX,-96.5126964994334,31.0266481378576,10.2,18.5,72.9,53.0,18.6,17.0,28.6,41.0,29.3
2429,KY,-86.4292831451791,37.7729982869113,12.0,9.0,75.7,46.9,14.6,27.2,34.3,43.4,24.1
2430,TX,-95.1669956585337,30.5795837106641,10.4,22.5,72.3,49.7,19.1,20.2,29.9,40.2,29.0
2431,NE,-103.010622449925,41.7155952353238,9.2,11.5,71.0,63.1,21.2,14.3,25.8,32.9,21.9
2434,CT,-73.2211305040558,41.8467716056501,12.5,7.7,75.6,70.5,19.2,13.4,22.4,34.8,24.2
2435,WI,-89.6020712518999,42.6799812796383,11.0,6.0,72.1,65.8,24.9,17.1,20.8,33.3,25.5
2437,GA,-84.125243446561,34.2253024818373,8.5,10.0,74.5,69.7,17.2,9.8,18.5,31.8,25.0
2438,ID,-114.281578784289,44.2413743406626,10.7,9.8,69.8,65.3,17.6,13.5,21.5,31.9,20.2
2439,MN,-96.0365164170054,48.0662844352752,10.1,8.9,69.7,68.1,23.1,14.8,18.5,29.8,23.3
2440,ID,-115.566555304962,44.7665648756136,11.1,9.4,71.7,63.2,17.1,14.6,23.0,33.8,19.5
2442,UT,-111.913187387569,41.2700312453888,11.4,11.9,71.5,70.5,14.6,8.1,19.3,33.7,21.0
2443,MI,-85.0903328654525,44.6849044086281,12.0,9.6,75.4,63.8,20.6,19.9,25.3,35.3,22.3
2447,GA,-83.0816749715219,33.8803387488294,10.5,13.5,73.9,56.9,16.8,17.2,27.3,38.3,28.6
2448,WV,-78.6141696083259,39.31731697234,12.4,10.2,78.1,52.0,17.1,22.8,30.1,40.5,26.3
2449,AL,-85.6921198346528,32.3858126404866,11.9,16.4,81.5,47.6,12.1,19.2,35.1,44.7,32.3
2451,IA,-92.5325291369623,42.0798241878133,10.2,9.3,75.8,62.8,22.6,18.8,28.6,35.3,23.9
2452,TX,-95.672735117149,33.3864460647308,10.1,13.9,73.2,58.2,20.0,15.3,23.7,37.7,27.3
2453,IA,-95.1563922387492,41.0301848465775,10.1,7.9,74.7,61.9,22.6,19.2,27.7,38.3,24.3
2454,MI,-85.3088510798164,42.5950854269653,10.8,6.0,75.8,72.8,20.4,13.7,19.7,33.3,22.5
2455,KS,-101.347150948459,38.4817825227768,10.0,16.1,73.8,60.2,18.2,15.9,25.8,34.1,23.8
2456,MT,-112.994561424643,48.704975530082,14.8,13.2,69.2,42.2,19.2,30.4,32.5,40.3,31.2
2459,NC,-80.8731910815794,35.8070107330188,9.9,9.8,74.5,63.5,18.6,14.5,22.2,30.9,23.4
2460,TN,-84.8594559083279,35.153687546383,11.4,15.2,74.8,60.0,16.1,17.8,24.6,38.1,28.8
2461,IA,-94.2068095566049,43.2042144437295,10.1,6.5,74.8,64.6,23.9,16.7,26.5,36.0,23.9
2462,TX,-95.5722593937915,30.7386213427697,10.0,21.2,72.3,47.4,18.7,19.5,30.1,42.9,30.6
2463,MS,-90.8982369544869,31.4768604374398,10.8,14.9,77.7,7.7,14.9,21.4,33.9,38.5,33.1
2467,GA,-83.2761961285303,31.6024325769384,11.1,17.8,75.4,51.6,15.5,19.4,30.3,39.2,29.6
2468,CA,-122.040246599392,40.763787981335,11.2,6.3,68.3,64.9,21.0,13.7,19.2,38.1,28.1
2470,WY,-108.879886957441,41.6596981373813,10.7,12.3,66.6,60.2,19.9,17.9,22.4,39.0,20.3
2471,TN,-83.5093313396847,36.2764868035071,12.4,14.1,72.9,49.7,16.3,25.7,32.9,40.5,29.8
2473,TX,-94.3711940178342,32.5484333627484,10.5,20.6,73.7,53.9,18.7,17.2,27.3,38.9,30.2
2474,NC,-76.0039069482098,36.4032422089498,9.7,9.9,75.2,67.5,20.5,13.7,19.7,31.3,20.8
2475,MN,-93.4153705255362,46.6081162372872,10.6,6.5,68.0,61.7,23.2,18.9,21.9,34.3,20.8
2476,MT,-112.240290378385,47.837131804133,11.2,10.7,68.5,61.4,22.4,16.8,22.1,30.1,23.0
2477,GA,-82.6106278747624,33.229733246093,10.9,14.9,73.5,57.0,17.2,17.5,26.8,37.0,30.9
2478,SC,-79.6786177539627,34.6020090350978,11.4,19.8,78.0,45.6,15.3,25.7,37.3,44.6,34.6
2479,KY,-85.4661129663254,37.8047557055836,10.7,7.2,77.4,62.9,16.3,16.0,22.8,38.1,20.8
2480,TN,-87.3957124386779,35.2173290015161,12.0,15.2,75.3,55.2,16.7,21.3,28.9,40.2,26.8
2481,OH,-82.536984256161,38.5987545151818,12.2,8.2,75.9,54.1,17.5,24.4,33.5,43.3,24.6
2482,MS,-90.4041403188927,31.1749025878605,11.6,13.4,79.3,6.6,13.5,22.9,36.3,43.8,35.6
2483,OH,-83.4720531231294,38.8454930546772,12.0,10.2,76.5,54.6,19.7,24.0,30.3,40.6,23.9
2484,WI,-89.5218417475047,45.7055064731892,10.7,7.5,73.3,66.3,24.4,16.0,21.3,34.2,25.1
2485,AZ,-111.770577149727,35.8387928971913,11.1,10.0,67.5,60.3,19.7,13.8,18.0,32.9,25.4
2486,VT,-73.0366949243181,43.5802475413098,13.2,6.9,73.4,64.8,17.9,14.5,18.6,31.5,25.1
2487,WI,-88.3981441305507,45.8481650102797,11.5,7.1,71.0,60.7,23.4,21.0,24.9,34.6,24.1
2488,ME,-68.5987269232186,46.6590579475164,13.1,9.4,78.9,56.1,17.0,18.9,26.6,39.1,23.3
2489,NC,-82.170181353608,35.2792484455477,9.3,9.9,74.9,68.6,19.5,11.9,18.7,30.3,20.7
2491,ID,-111.329521463308,42.2848902379866,11.1,9.2,72.3,66.9,18.2,13.5,21.4,34.2,21.9
2492,KS,-99.8982155444157,38.087845788985,10.3,12.1,73.5,65.0,18.8,15.5,23.3,35.9,22.2
2493,NE,-97.5964583423922,40.5246464683652,9.5,8.6,70.4,63.9,22.1,15.7,24.3,31.8,20.3
2494,GA,-81.9169825771378,31.5514363184959,11.2,17.2,74.9,50.5,15.3,20.9,31.4,39.7,30.8
2496,TX,-94.7328145015315,33.1134773073817,10.8,19.0,73.0,50.9,18.2,18.9,29.3,40.3,27.7
2497,MO,-92.0006180770563,39.4955744777404,10.8,12.2,72.3,54.4,19.9,22.4,29.9,40.3,22.8
2498,AK,-153.47938789872,69.3135617388991,10.7,10.6,63.9,51.8,21.8,22.3,24.5,39.0,34.1
2499,NC,-82.7057879444013,35.8579929239928,10.2,11.1,73.3,61.2,18.9,18.4,23.1,32.0,21.1
2500,GA,-82.4820889613078,33.4833148939309,11.3,16.1,76.8,54.5,15.0,16.7,29.9,40.3,31.8
2501,CA,-122.753413599125,39.0999886976907,11.1,8.8,68.8,59.7,19.7,14.1,22.3,35.4,29.1
2505,NM,-103.549883052863,35.1039884429704,11.4,13.7,65.6,54.6,16.0,19.6,28.9,36.0,25.5
2506,WA,-122.48211877913,45.7789949845331,11.5,7.8,66.1,68.7,18.1,10.6,14.9,30.6,26.7
2508,OH,-81.091379743179,40.2936613564664,11.8,9.4,75.5,58.0,20.1,21.4,28.0,40.6,25.5
2509,MN,-96.4112404047907,45.4264942973861,10.5,6.8,68.6,63.9,23.4,17.0,23.8,31.0,21.0
2511,NC,-83.7497979844905,35.0571247338988,10.5,7.9,73.6,60.9,19.1,17.9,23.7,33.1,20.8
2513,KS,-97.4610088651267,37.6847025722059,10.4,11.9,74.1,63.5,17.2,17.3,23.8,37.2,23.5
2516,KS,-97.1651632882433,39.349486209268,10.9,7.6,73.3,59.2,19.0,19.8,27.7,35.5,22.4
2517,GA,-83.9190539663463,30.8636976274318,11.1,14.9,76.4,56.0,14.8,16.8,26.2,40.1,31.1
2518,OK,-96.6840015218125,34.7283176992879,13.0,10.5,73.9,53.5,14.9,19.9,31.4,37.3,24.4
2519,ID,-116.711700829425,46.8155705621497,10.7,7.8,73.1,69.4,18.4,11.2,16.9,29.5,18.8
2520,SC,-82.0050625162507,34.4834539727734,10.5,16.5,78.6,59.9,18.5,19.0,25.9,35.6,28.1
2521,GA,-83.8504141374814,33.5545472273125,11.4,16.9,76.5,56.4,14.7,16.9,27.6,41.2,32.4
2522,MT,-104.249019801637,46.9651392080918,11.3,11.6,68.5,57.5,22.6,18.4,24.4,34.3,22.2
2523,MS,-89.248451713965,33.3474098381214,10.2,13.8,76.9,9.0,15.5,19.3,31.0,38.1,32.3
2525,MO,-91.5076977714055,37.6064390266695,11.4,11.5,73.6,53.4,19.6,23.2,28.6,40.7,23.3
2526,TX,-101.520755031505,31.8694279830958,8.7,19.3,71.6,62.5,21.5,12.2,21.6,34.9,26.5
2527,SC,-79.9522741316224,33.1975611266692,9.9,14.2,77.8,64.6,19.1,14.6,22.8,37.4,24.3
2528,IN,-87.2066045625594,39.7736299143198,11.9,8.1,76.6,58.1,17.8,20.9,29.3,38.1,23.7
2529,NJ,-75.1109810247216,39.3732890063349,10.6,18.1,74.3,55.9,16.8,16.9,28.0,43.4,31.8
2530,MD,-75.6215195926947,38.3727886353365,11.9,10.6,79.7,56.4,17.0,16.7,24.9,36.6,30.5
2531,KS,-95.2933688726568,38.2141931918467,11.4,13.3,72.5,59.1,18.6,19.6,26.2,35.5,23.8
2532,OK,-99.265301176798,36.422629110699,11.7,13.8,72.4,53.3,16.0,18.8,32.5,37.5,22.7
2533,CA,-120.838269553404,40.0042609776687,10.7,7.9,69.1,65.6,21.7,13.3,19.3,33.4,28.7
2535,TX,-101.734988026713,34.5302899280376,9.8,31.9,72.6,46.3,17.3,18.4,33.5,41.1,31.0
2536,WV,-80.7194778355892,38.6999018711632,12.8,12.1,78.7,48.1,16.5,25.0,33.7,44.0,26.7
2537,MS,-89.8222880649578,31.2307987274595,11.1,14.6,76.7,7.0,15.0,22.5,33.1,40.9,34.8
2538,TN,-84.813392520053,35.5127017837319,11.5,15.1,75.0,58.9,17.4,19.6,26.0,36.6,28.5
2539,AZ,-112.491401814525,33.3490920459607,10.2,12.0,71.3,61.9,18.4,11.8,22.0,34.9,24.7
2540,OK,-97.4071852848576,35.5514988566603,12.4,11.9,73.4,58.4,16.7,16.1,27.2,36.5,27.0
2541,ME,-69.2845687081099,45.8373141818196,12.5,8.3,78.9,59.9,17.4,15.8,23.5,35.5,23.9
2542,OH,-83.0666366915286,39.0771703661227,12.5,11.0,77.6,55.1,17.9,25.1,31.4,38.6,25.2
2543,KY,-86.6819182717443,37.2073783627657,11.7,10.1,76.0,52.0,14.4,22.0,29.9,41.9,25.2
2544,MN,-96.0003728130183,45.5861904965132,9.9,9.2,68.7,64.2,22.1,15.9,22.1,31.1,22.1
2547,SC,-81.1406630056302,32.7762763402882,11.0,19.3,79.0,50.4,15.9,21.4,34.4,44.2,31.4
2548,MO,-90.8639051708951,36.6529402855284,11.7,12.8,72.6,48.7,17.8,26.1,33.4,39.5,24.7
2550,MI,-85.0947630744163,44.3377023501119,11.7,8.8,74.7,63.8,19.8,20.5,25.9,35.0,23.0
2552,WI,-88.2179997574627,44.0816801745142,10.3,7.1,72.8,69.4,24.3,15.6,20.0,33.3,23.8
2553,IA,-92.1783229392789,41.3364935048397,10.0,7.8,75.5,64.9,23.7,18.2,26.6,33.2,24.2
2554,MS,-89.1187174446986,32.4002385961341,11.0,14.2,76.5,7.4,14.9,22.3,34.9,39.4,31.5
2555,TX,-98.1724400107934,33.2337317040923,9.7,22.3,71.5,51.8,19.7,18.4,28.2,38.6,28.4
2557,OH,-82.3168675618097,38.8247465141511,11.5,8.2,76.7,57.0,18.1,21.9,30.9,39.2,23.4
2558,TX,-99.74856472736,30.4867891761732,10.1,17.4,71.3,51.0,18.6,18.0,29.6,37.9,26.9
2559,TX,-102.827847615749,33.1729636761702,10.1,33.1,69.2,44.3,18.0,18.8,36.6,40.4,32.7
2560,NE,-103.708261370054,41.8505600254678,9.6,13.1,69.2,59.7,20.5,15.2,24.4,33.9,24.9
2561,UT,-113.10069743575,39.073283581998,11.8,11.9,68.5,60.7,12.4,12.1,23.4,32.3,22.4
2562,NM,-104.790685928402,34.8632546779503,9.9,17.9,64.5,52.9,16.1,17.5,30.1,36.9,30.4
2563,IN,-85.791648699326,39.523473809861,11.6,10.5,75.1,57.4,17.2,20.9,28.8,35.9,24.1
2565,KY,-86.423795688141,36.9936128536653,10.6,6.7,76.9,60.5,14.7,15.3,23.7,38.9,23.5
2566,WV,-80.0461761884184,39.3359329202319,12.8,9.5,77.8,49.5,16.6,24.6,32.5,43.6,26.5
2568,MI,-83.2217642942152,43.090204632016,11.7,6.8,74.6,67.2,21.5,17.8,24.7,35.7,21.5
2569,TX,-98.8323287178066,32.3270590922605,10.1,20.2,70.5,51.0,18.9,19.3,28.6,39.7,28.1
2570,MO,-93.0411619194503,36.6547592716981,10.7,13.6,73.7,55.1,18.8,21.7,29.8,38.4,21.8
2571,MT,-112.656578039706,45.9025877326707,10.7,11.2,69.2,63.8,24.4,15.3,21.9,32.8,25.0
2572,TN,-85.5425617178374,36.5512285702882,11.7,14.5,74.4,49.5,15.7,25.1,32.9,39.3,27.5
2573,MN,-94.3257868481831,46.9492700481454,10.6,7.9,67.4,62.1,21.0,18.2,24.3,37.9,20.5
2574,ID,-112.539222329733,42.1949197720138,10.6,7.6,71.3,67.1,17.6,13.2,21.6,33.1,20.8
2575,MI,-86.9232233746824,45.9175107531867,11.4,6.3,76.4,68.5,21.9,16.8,20.7,31.0,22.9
2576,IN,-84.9366248684735,40.7455253718017,11.9,10.8,74.8,51.8,16.6,24.1,33.2,38.5,25.1
2577,TX,-94.305588373275,32.1624000860358,10.6,17.3,71.8,52.1,19.3,19.3,27.9,41.3,28.6
2578,KS,-97.6502058708467,39.1324546007811,10.8,9.5,72.6,61.2,19.8,19.0,24.5,33.9,20.2
2579,IA,-90.5323392171646,41.8979836891939,10.4,6.6,76.1,64.3,23.9,18.0,26.6,34.6,22.6
2580,WA,-122.833335161876,46.9270093814348,11.8,6.9,67.1,68.4,17.0,10.8,15.6,35.3,29.4
2581,MN,-93.5357741352851,44.648473755763,9.7,5.0,70.0,67.9,23.8,14.0,19.9,28.2,23.1
2582,TX,-96.7947622892569,32.348352446173,9.9,18.8,72.6,58.6,18.5,14.4,25.9,41.0,28.7
2583,NE,-96.1350156393143,40.648571030446,9.5,8.9,70.5,63.3,21.4,15.4,24.4,30.0,23.3
2584,KS,-99.3467011682148,39.7845978792533,10.9,12.3,73.3,60.1,19.5,19.2,26.7,36.8,21.9
2585,GA,-84.1964809541096,32.0397994329016,11.7,16.9,77.5,50.6,14.3,19.0,31.9,43.4,33.7
2586,OK,-96.6606399644876,34.3166975357742,13.2,12.7,72.7,48.0,14.0,24.2,35.1,38.3,25.2
2588,OK,-97.4429757513146,35.9192456181953,12.1,9.6,74.7,58.3,16.4,17.1,27.5,35.8,24.3
2591,DE,-75.647957543666,39.5816046675309,10.8,10.2,75.6,62.3,16.9,14.2,22.4,36.5,23.7
2592,MS,-90.1061456917469,31.1483756747177,10.9,15.0,78.3,8.1,14.9,21.0,32.5,38.6,34.4
2593,MN,-96.0121418802788,45.9341606620888,10.4,8.5,69.5,63.2,22.3,16.7,23.2,30.9,21.6
2594,KS,-95.5642512077165,39.8264977086838,10.8,10.9,73.1,61.3,19.6,16.7,25.6,33.3,23.1
2595,OH,-84.6293396544299,40.5399599689642,11.0,8.4,75.1,62.9,21.6,19.6,25.2,38.8,24.0
2596,IN,-86.2617259290156,41.3247781239262,10.9,11.2,75.3,58.8,17.2,19.2,27.9,39.0,24.5
2597,NE,-97.0863357197511,41.573962665007,9.3,20.0,70.3,55.8,19.3,16.1,31.5,33.7,27.0
2599,MT,-105.378076897385,46.8605196929178,12.1,11.0,67.5,51.0,20.6,21.1,27.8,34.0,23.0
2602,AL,-85.3550362108983,32.601254498925,10.0,10.1,78.0,57.5,15.8,15.9,26.5,37.5,24.6
2604,NC,-81.70486114808,35.7494843806822,10.2,12.7,74.8,60.4,17.9,17.3,24.4,35.2,22.0
2605,OK,-96.0378818277741,34.373683146273,12.6,13.9,72.3,48.1,15.5,23.1,33.6,39.2,25.9
2607,TX,-99.3734437190338,32.2976666489506,9.9,14.5,71.7,56.3,21.1,16.8,25.2,36.9,26.3
2609,KY,-83.3784333524444,38.5315059298869,12.2,8.4,76.7,45.7,13.8,26.3,34.1,42.9,24.3
2610,TX,-96.2778777421417,29.886871504535,10.1,19.3,72.2,53.1,18.2,16.8,26.9,38.0,27.7
2611,AL,-87.1617426535115,31.1261990377952,11.3,16.5,77.1,47.9,14.2,21.7,32.7,46.1,27.8
2612,MO,-94.4210331336803,39.3107773132823,9.9,12.2,74.0,62.6,19.5,17.3,21.6,33.9,20.8
2613,MS,-91.3113983017399,31.1607749386327,10.8,17.6,79.8,5.9,13.1,23.4,38.0,45.8,36.5
2614,KS,-97.6478291852598,38.3916615433825,10.5,10.4,74.2,65.5,19.0,15.1,20.8,33.9,19.8
2615,KY,-86.5827258558606,36.7418216694779,11.2,6.9,76.4,58.4,15.4,19.0,25.7,41.7,25.1
2621,GA,-82.8795983686044,31.2973133737422,11.1,29.8,74.3,47.0,14.6,20.3,34.6,38.8,32.4
2622,VT,-73.0812983340043,44.4613068341921,11.9,5.7,71.3,70.3,20.9,12.4,16.4,26.5,22.8
2623,MT,-110.88573703225,46.5983402499569,10.9,8.3,68.6,64.8,24.0,14.2,19.7,31.3,20.2
2625,WI,-92.4526727439635,45.0340717962427,10.4,5.0,73.8,74.0,26.1,11.3,16.6,31.3,21.5
2627,NE,-97.1192717308651,42.2093316511452,9.4,9.9,72.3,65.4,20.6,14.4,23.7,34.2,21.9
2628,AL,-85.4593334042301,33.293864006059,10.9,12.3,76.9,51.8,16.2,20.4,31.4,40.1,27.2
2632,WA,-121.806357849743,47.4902143620529,9.3,5.3,69.0,71.9,18.5,7.2,13.3,29.1,27.8
2634,GA,-81.9816946940662,31.1969130783185,11.1,17.8,73.1,52.6,16.6,20.9,30.8,37.6,31.0
2635,TX,-94.9597574835982,29.3894859342215,9.6,17.8,71.4,60.5,19.0,13.5,23.8,37.1,26.0
2637,TN,-86.4592906261335,35.5134252888524,11.6,14.8,74.7,54.4,16.9,22.0,29.8,40.7,27.8
2639,WV,-81.08077484784,38.0286989649594,12.7,9.2,76.9,48.7,16.2,25.3,34.7,48.2,26.0
2640,MI,-85.0591029060109,41.916103026926,11.5,9.0,74.9,63.0,19.3,19.6,26.6,36.0,23.4
2641,TX,-99.3318735340826,27.7610056449314,8.8,44.8,71.4,49.1,16.8,12.0,33.3,37.5,28.8
2642,NM,-104.815744027086,35.4805111937792,10.3,16.6,66.6,58.6,15.7,13.6,26.1,37.4,26.1
2643,MO,-93.3419574712043,37.2580255788825,10.6,9.3,74.3,62.1,19.4,16.7,23.4,37.6,22.1
2644,OH,-84.5878774120262,41.560269481809,11.2,9.6,75.3,61.1,20.1,20.0,26.4,38.4,25.5
2645,IN,-85.3964926671803,39.9310913829344,11.6,9.3,75.2,56.9,18.1,22.6,30.3,43.0,24.6
2646,GA,-84.9792463725169,31.6261945164247,11.6,17.4,79.1,52.6,12.9,16.6,29.8,43.2,34.9
2647,WY,-104.965967928793,42.1327154003272,11.0,13.5,64.8,59.0,18.8,18.1,25.9,34.5,20.2
2648,IN,-86.1051677230078,38.5998424246535,11.5,9.4,76.3,59.6,16.8,20.5,28.9,36.9,26.1
2649,IN,-87.4640232421522,39.8540417175235,11.8,10.6,75.0,55.8,16.7,21.8,30.7,38.0,23.9
2650,TX,-102.637659667666,32.3048845589417,9.8,31.5,70.1,49.8,18.7,16.3,31.1,38.6,29.6
2652,AL,-87.1065206124462,32.3258306814392,11.9,15.6,82.6,47.4,12.1,19.7,34.5,47.6,31.1
2653,KY,-85.2805346753505,37.1041325531016,11.1,6.1,76.9,55.2,14.4,19.9,28.3,44.7,25.9
2654,MO,-94.8832342053008,40.3608749796884,10.9,10.2,74.6,55.3,20.0,22.1,27.4,44.4,21.1
2656,OK,-99.0014382075911,35.6388260290226,12.0,14.8,73.4,57.1,15.1,16.7,29.3,39.1,25.5
2659,WI,-89.7588560093353,44.8983004431375,10.4,7.0,74.9,68.6,24.1,14.5,20.3,31.2,24.9
2660,TN,-84.998350915423,35.9502035602926,11.6,14.4,75.5,54.6,16.6,21.3,29.1,37.7,26.0
2664,AL,-85.3917577489906,32.9141677822456,11.5,11.7,78.1,48.3,14.4,20.9,33.7,42.6,31.1
2666,AK,-158.236178154164,59.7978171220014,12.9,12.6,64.7,47.4,21.9,27.4,27.9,37.8,33.9
2667,KY,-82.7456587772522,37.5573582856124,12.0,8.6,77.8,50.4,13.7,23.1,30.4,46.1,23.8
2668,WA,-117.202739194993,46.1918585516547,12.6,7.7,68.3,62.1,20.2,15.6,19.2,31.8,27.7
2669,MO,-94.3401998684452,38.257407219568,10.7,15.8,74.1,56.2,19.2,20.8,27.1,40.5,23.8
2670,NE,-96.6894103367667,40.2618261049552,9.7,7.8,71.8,59.5,20.3,17.9,28.8,31.3,22.3
2671,OH,-82.4790929531545,39.4970988676517,12.0,10.1,75.6,55.0,18.9,25.0,31.0,44.7,22.6
2672,TN,-81.8519837023031,36.4545547667015,11.4,14.7,74.2,52.6,16.9,23.4,30.0,39.5,27.5
2673,UT,-110.700321039407,38.9966080927448,12.2,8.5,68.2,63.5,13.0,13.0,21.9,37.9,21.3
2674,ID,-113.601171772012,42.2836888706219,10.6,12.4,70.6,61.2,16.7,13.9,26.8,34.9,24.0
2675,UT,-111.923821414061,40.6668492908776,11.0,10.2,68.9,68.6,15.5,8.5,19.7,35.0,22.9
2678,AL,-86.6608662882591,33.2645243865867,9.5,8.9,78.4,67.1,16.8,11.2,20.8,35.1,22.1
2679,KS,-96.243708914227,37.4533832396967,11.6,13.3,73.6,55.2,18.6,21.2,30.1,39.4,22.5
2682,CA,-122.887568125266,38.5287343227086,10.3,7.4,69.3,68.4,20.7,10.5,17.4,34.0,28.7
2686,GA,-83.1684910656793,32.1719787064164,10.8,17.8,75.3,53.9,14.8,17.7,29.2,39.4,34.5
2687,GA,-84.0269604060342,33.6543894732027,11.3,14.3,78.9,56.0,13.6,15.4,28.6,42.7,33.6
2688,TX,-98.6972817085145,27.0434461353436,9.2,46.6,71.3,39.6,15.6,17.0,41.0,40.7,30.6
2689,NJ,-74.0742715882702,40.959794755106,8.2,10.5,75.8,69.2,16.7,9.4,20.9,39.6,28.3
2690,CA,-122.72355494043,38.0735138436081,9.4,6.4,69.2,75.0,23.2,7.5,12.8,30.0,26.0
2692,MI,-85.800846471442,43.5540671108031,11.5,9.3,74.5,63.8,19.3,18.8,26.2,33.7,24.3
2693,TN,-85.1641327091536,35.1812133560926,11.1,10.9,75.9,61.9,18.2,18.2,25.8,38.0,23.8
2694,MS,-88.6624847523021,32.4042972809531,10.7,14.8,79.1,8.1,15.2,20.5,32.3,42.2,32.2
